"No.","Time","signal strength","Source","Destination","Info","Length"
"308","13.088117533","-71 dBm","192.168.1.100","192.168.1.106","Echo (ping) reply    id=0x0c24, seq=84/21504, ttl=64","158"
"309","13.088142824","-55 dBm","192.168.1.100","192.168.1.102","Echo (ping) reply    id=0x0972, seq=143/36608, ttl=64","161"
"310","13.088172333","-71 dBm","192.168.1.100","192.168.1.106","Echo (ping) reply    id=0x0c24, seq=84/21504, ttl=64","158"
"311","13.090375018","-54 dBm","192.168.1.100","192.168.1.106","Echo (ping) reply    id=0x0c24, seq=84/21504, ttl=64","161"
"314","13.265444100","-55 dBm","192.168.1.102","192.168.1.100","Echo (ping) request  id=0x0972, seq=144/36864, ttl=64 (no response found!)","161"
"315","13.265481431","-53 dBm","192.168.1.102","192.168.1.100","Echo (ping) request  id=0x0972, seq=144/36864, ttl=64 (no response found!)","161"
"316","13.265508425","-54 dBm","192.168.1.102","192.168.1.100","Echo (ping) request  id=0x0972, seq=144/36864, ttl=64 (no response found!)","161"
"317","13.265534001","-55 dBm","192.168.1.102","192.168.1.100","Echo (ping) request  id=0x0972, seq=144/36864, ttl=64 (reply in 318)","161"
"318","13.269256641","-71 dBm","192.168.1.100","192.168.1.102","Echo (ping) reply    id=0x0972, seq=144/36864, ttl=64 (request in 317)","158"
"319","13.269278275","-54 dBm","192.168.1.102","192.168.1.100","Echo (ping) request  id=0x0972, seq=144/36864, ttl=64 (reply in 320)","161"
"320","13.272486777","-71 dBm","192.168.1.100","192.168.1.102","Echo (ping) reply    id=0x0972, seq=144/36864, ttl=64 (request in 319)","158"
"321","13.272520022","-53 dBm","192.168.1.102","192.168.1.100","Echo (ping) request  id=0x0972, seq=144/36864, ttl=64 (no response found!)","161"
"322","13.272546899","-55 dBm","192.168.1.102","192.168.1.100","Echo (ping) request  id=0x0972, seq=144/36864, ttl=64 (no response found!)","161"
"323","13.272571910","-54 dBm","192.168.1.102","192.168.1.100","Echo (ping) request  id=0x0972, seq=144/36864, ttl=64 (no response found!)","161"
"324","13.274497890","-54 dBm","192.168.1.102","192.168.1.100","Echo (ping) request  id=0x0972, seq=144/36864, ttl=64 (no response found!)","158"
"325","13.276368327","-54 dBm","192.168.1.102","192.168.1.100","Echo (ping) request  id=0x0972, seq=144/36864, ttl=64 (reply in 326)","158"
"326","13.276403538","-55 dBm","192.168.1.100","192.168.1.102","Echo (ping) reply    id=0x0972, seq=144/36864, ttl=64 (request in 325)","161"
"327","13.277352258","-53 dBm","192.168.1.100","192.168.1.102","Echo (ping) reply    id=0x0972, seq=144/36864, ttl=64","161"
"328","13.277376835","-53 dBm","192.168.1.100","192.168.1.102","Echo (ping) reply    id=0x0972, seq=144/36864, ttl=64","161"
"329","13.277876235","-53 dBm","192.168.1.100","192.168.1.102","Echo (ping) reply    id=0x0972, seq=144/36864, ttl=64","161"
"330","13.278465077","-54 dBm","192.168.1.100","192.168.1.102","Echo (ping) reply    id=0x0972, seq=144/36864, ttl=64","161"
"331","13.280251685","-54 dBm","192.168.1.100","192.168.1.102","Echo (ping) reply    id=0x0972, seq=144/36864, ttl=64","161"
