S1A1(6);S2A1(6);S1H2(6);S2H2(6)
-54 dBm;-54 dBm;-45 dBm;-39 dBm
-52 dBm;-50 dBm;-55 dBm;-55 dBm
-53 dBm;-53 dBm;-63 dBm;-63 dBm
-53 dBm;-70 dBm;-54 dBm;-54 dBm
-54 dBm;-53 dBm;-45 dBm;-46 dBm
-71 dBm;-62 dBm;-53 dBm;-54 dBm
-70 dBm;-55 dBm;-55 dBm;-62 dBm
-53 dBm;-72 dBm;-55 dBm;-63 dBm
-63 dBm;-56 dBm;-55 dBm;-56 dBm
-63 dBm;-62 dBm;-56 dBm;-53 dBm
-50 dBm;-52 dBm;-55 dBm;-46 dBm
-55 dBm;-53 dBm;-63 dBm;-53 dBm
-71 dBm;-71 dBm;-54 dBm;-63 dBm
-55 dBm;-54 dBm;-45 dBm;-56 dBm
-55 dBm;-63 dBm;-54 dBm;-46 dBm
-64 dBm;-71 dBm;-64 dBm;-54 dBm
-52 dBm;-55 dBm;-54 dBm;-62 dBm
-54 dBm;-63 dBm;-45 dBm;-54 dBm
-70 dBm;-51 dBm;-52 dBm;-54 dBm
-54 dBm;-51 dBm;-63 dBm;-54 dBm
-63 dBm;-52 dBm;-55 dBm;-46 dBm
-54 dBm;-71 dBm;-45 dBm;-54 dBm
-71 dBm;-52 dBm;-54 dBm;-62 dBm
-54 dBm;-60 dBm;-63 dBm;-54 dBm
-63 dBm;-54 dBm;-54 dBm;-46 dBm
-54 dBm;-55 dBm;-46 dBm;-54 dBm
-54 dBm;-55 dBm;-46 dBm;-63 dBm
-54 dBm;-55 dBm;-55 dBm;-55 dBm
-54 dBm;-71 dBm;-55 dBm;-46 dBm
-55 dBm;-53 dBm;-63 dBm;-55 dBm
-53 dBm;-71 dBm;-55 dBm;-63 dBm
-71 dBm;-52 dBm;-55 dBm;-53 dBm
-71 dBm;-60 dBm;-54 dBm;-47 dBm
-70 dBm;-54 dBm;-46 dBm;-55 dBm
-70 dBm;-55 dBm;-46 dBm;-61 dBm
-70 dBm;-55 dBm;-54 dBm;-56 dBm
-53 dBm;-55 dBm;-62 dBm;-47 dBm
-63 dBm;-54 dBm;-55 dBm;-54 dBm
-54 dBm;-55 dBm;-46 dBm;-63 dBm
-71 dBm;-71 dBm;-54 dBm;-46 dBm
-55 dBm;-55 dBm;-63 dBm;-54 dBm
-54 dBm;-61 dBm;-54 dBm;-62 dBm
-54 dBm;-54 dBm;-46 dBm;-55 dBm
-63 dBm;-71 dBm;-55 dBm;-47 dBm
-51 dBm;-71 dBm;-63 dBm;-55 dBm
-53 dBm;-54 dBm;-54 dBm;-63 dBm
-53 dBm;-54 dBm;-46 dBm;-54 dBm
-71 dBm;-52 dBm;-55 dBm;-46 dBm
-54 dBm;-52 dBm;-54 dBm;-62 dBm
-63 dBm;-55 dBm;-46 dBm;-53 dBm
-52 dBm;-60 dBm;-54 dBm;-47 dBm
-71 dBm;-54 dBm;-63 dBm;-55 dBm
-71 dBm;-53 dBm;-54 dBm;-63 dBm
-55 dBm;-71 dBm;-47 dBm;-55 dBm
-54 dBm;-54 dBm;-55 dBm;-46 dBm
-63 dBm;-54 dBm;-63 dBm;-55 dBm
-54 dBm;-62 dBm;-55 dBm;-63 dBm
-54 dBm;-55 dBm;-46 dBm;-55 dBm
-55 dBm;-71 dBm;-55 dBm;-46 dBm
-54 dBm;-55 dBm;-63 dBm;-55 dBm
-54 dBm;-71 dBm;-54 dBm;-63 dBm
-71 dBm;-62 dBm;-46 dBm;-54 dBm
-55 dBm;-54 dBm;-54 dBm;-46 dBm
-63 dBm;-53 dBm;-54 dBm;-56 dBm
-54 dBm;-54 dBm;-63 dBm;-62 dBm
-55 dBm;-71 dBm;-54 dBm;-54 dBm
-54 dBm;-70 dBm;-46 dBm;-39 dBm
-55 dBm;-71 dBm;-53 dBm;-54 dBm
-53 dBm;-70 dBm;-63 dBm;-62 dBm
-51 dBm;-54 dBm;-63 dBm;-55 dBm
-50 dBm;-61 dBm;-53 dBm;-46 dBm
-71 dBm;-50 dBm;-46 dBm;-54 dBm
-71 dBm;-56 dBm;-54 dBm;-55 dBm
-53 dBm;-71 dBm;-63 dBm;-54 dBm
-55 dBm;-71 dBm;-54 dBm;-54 dBm
-55 dBm;-55 dBm;-46 dBm;-63 dBm
-71 dBm;-62 dBm;-52 dBm;-55 dBm
-63 dBm;-56 dBm;-63 dBm;-47 dBm
-54 dBm;-55 dBm;-54 dBm;-55 dBm
-71 dBm;-55 dBm;-46 dBm;-62 dBm
-55 dBm;-55 dBm;-54 dBm;-54 dBm
-55 dBm;-71 dBm;-63 dBm;-47 dBm
-63 dBm;-71 dBm;-55 dBm;-50 dBm
-55 dBm;-54 dBm;-47 dBm;-49 dBm
-54 dBm;-63 dBm;-54 dBm;-53 dBm
-54 dBm;-55 dBm;-53 dBm;-52 dBm
-55 dBm;-62 dBm;-54 dBm;-53 dBm
-54 dBm;-55 dBm;-64 dBm;-62 dBm
-55 dBm;-55 dBm;-55 dBm;-55 dBm
-71 dBm;-54 dBm;-45 dBm;-47 dBm
-54 dBm;-54 dBm;-54 dBm;-55 dBm
-63 dBm;-55 dBm;-63 dBm;-62 dBm
-53 dBm;-54 dBm;-55 dBm;-63 dBm
-53 dBm;-54 dBm;-46 dBm;-54 dBm
-54 dBm;-70 dBm;-54 dBm;-48 dBm
-54 dBm;-53 dBm;-63 dBm;-54 dBm
-54 dBm;-62 dBm;-55 dBm;-63 dBm
-51 dBm;-54 dBm;-46 dBm;-54 dBm
-71 dBm;-55 dBm;-55 dBm;-55 dBm
-54 dBm;-71 dBm;-63 dBm;-47 dBm
-63 dBm;-71 dBm;-55 dBm;-52 dBm
-55 dBm;-70 dBm;-55 dBm;-54 dBm
-71 dBm;-55 dBm;-47 dBm;-55 dBm
-55 dBm;-55 dBm;-54 dBm;-63 dBm
-62 dBm;-62 dBm;-54 dBm;-55 dBm
-54 dBm;-54 dBm;-54 dBm;-47 dBm
-70 dBm;-71 dBm;-63 dBm;-53 dBm
-54 dBm;-71 dBm;-54 dBm;-63 dBm
-63 dBm;-70 dBm;-46 dBm;-55 dBm
-52 dBm;-51 dBm;-55 dBm;-47 dBm
-55 dBm;-52 dBm;-63 dBm;-55 dBm
-71 dBm;-52 dBm;-54 dBm;-62 dBm
-55 dBm;-54 dBm;-47 dBm;-55 dBm
-63 dBm;-61 dBm;-54 dBm;-47 dBm
-54 dBm;-54 dBm;-63 dBm;-52 dBm
-71 dBm;-71 dBm;-55 dBm;-63 dBm
-55 dBm;-54 dBm;-46 dBm;-54 dBm
-54 dBm;-55 dBm;-55 dBm;-47 dBm
-64 dBm;-55 dBm;-63 dBm;-54 dBm
-54 dBm;-55 dBm;-53 dBm;-63 dBm
-54 dBm;-54 dBm;-46 dBm;-62 dBm
-55 dBm;-70 dBm;-55 dBm;-54 dBm
-54 dBm;-71 dBm;-63 dBm;-47 dBm
-72 dBm;-54 dBm;-54 dBm;-54 dBm
-52 dBm;-62 dBm;-46 dBm;-62 dBm
-52 dBm;-54 dBm;-55 dBm;-62 dBm
-55 dBm;-71 dBm;-54 dBm;-55 dBm
-63 dBm;-55 dBm;-62 dBm;-47 dBm
-53 dBm;-62 dBm;-46 dBm;-55 dBm
-71 dBm;-54 dBm;-54 dBm;-62 dBm
-54 dBm;-71 dBm;-63 dBm;-56 dBm
-63 dBm;-54 dBm;-63 dBm;-47 dBm
-55 dBm;-63 dBm;-54 dBm;-55 dBm
-72 dBm;-55 dBm;-46 dBm;-62 dBm
-54 dBm;-54 dBm;-55 dBm;-55 dBm
-54 dBm;-70 dBm;-63 dBm;-47 dBm
-63 dBm;-54 dBm;-55 dBm;-54 dBm
-55 dBm;-62 dBm;-46 dBm;-62 dBm
-54 dBm;-54 dBm;-55 dBm;-54 dBm
-55 dBm;-54 dBm;-64 dBm;-54 dBm
-55 dBm;-51 dBm;-55 dBm;-56 dBm
-72 dBm;-52 dBm;-47 dBm;-55 dBm
-53 dBm;-53 dBm;-55 dBm;-55 dBm
-63 dBm;-53 dBm;-55 dBm;-54 dBm
-63 dBm;-71 dBm;-63 dBm;-55 dBm
-55 dBm;-54 dBm;-52 dBm;-54 dBm
-72 dBm;-56 dBm;-47 dBm;-55 dBm
-71 dBm;-63 dBm;-54 dBm;-55 dBm
-71 dBm;-70 dBm;-63 dBm;-55 dBm
-71 dBm;-54 dBm;-56 dBm;-56 dBm
-55 dBm;-55 dBm;-47 dBm;-46 dBm
-63 dBm;-55 dBm;-55 dBm;-46 dBm
-54 dBm;-54 dBm;-63 dBm;-39 dBm
-71 dBm;-56 dBm;-63 dBm;-54 dBm
-55 dBm;-54 dBm;-54 dBm;-54 dBm
-63 dBm;-54 dBm;-47 dBm;-55 dBm
-55 dBm;-54 dBm;-55 dBm;-62 dBm
-71 dBm;-70 dBm;-54 dBm;-54 dBm
-55 dBm;-61 dBm;-39 dBm;-54 dBm
-64 dBm;-55 dBm;-63 dBm;-47 dBm
-54 dBm;-55 dBm;-54 dBm;-54 dBm
-71 dBm;-71 dBm;-47 dBm;-63 dBm
-54 dBm;-70 dBm;-55 dBm;-54 dBm
-55 dBm;-54 dBm;-64 dBm;-40 dBm
-64 dBm;-61 dBm;-55 dBm;-55 dBm
-50 dBm;-63 dBm;-47 dBm;-62 dBm
-51 dBm;-54 dBm;-55 dBm;-54 dBm
-54 dBm;-54 dBm;-63 dBm;-47 dBm
-56 dBm;-54 dBm;-55 dBm;-54 dBm
-71 dBm;-71 dBm;-47 dBm;-63 dBm
-55 dBm;-54 dBm;-55 dBm;-55 dBm
-63 dBm;-63 dBm;-64 dBm;-46 dBm
-64 dBm;-55 dBm;-55 dBm;-54 dBm
-54 dBm;-55 dBm;-47 dBm;-61 dBm
-71 dBm;-71 dBm;-54 dBm;-55 dBm
-71 dBm;-55 dBm;-70 dBm;-55 dBm
-55 dBm;-62 dBm;-54 dBm;-47 dBm
-64 dBm;-54 dBm;-55 dBm;-54 dBm
-54 dBm;-56 dBm;-54 dBm;-54 dBm
-71 dBm;-71 dBm;-52 dBm;-54 dBm
-71 dBm;-55 dBm;-54 dBm;-55 dBm
-71 dBm;-62 dBm;-46 dBm;-54 dBm
-71 dBm;-54 dBm;-54 dBm;-63 dBm
-54 dBm;-55 dBm;-63 dBm;-62 dBm
-63 dBm;-54 dBm;-55 dBm;-55 dBm
-54 dBm;-70 dBm;-46 dBm;-47 dBm
-54 dBm;-54 dBm;-54 dBm;-54 dBm
-54 dBm;-62 dBm;-62 dBm;-62 dBm
-54 dBm;-53 dBm;-54 dBm;-54 dBm
-71 dBm;-55 dBm;-47 dBm;-47 dBm
-54 dBm;-71 dBm;-54 dBm;-54 dBm
-63 dBm;-55 dBm;-63 dBm;-53 dBm
-55 dBm;-55 dBm;-55 dBm;-61 dBm
-70 dBm;-54 dBm;-47 dBm;-54 dBm
-70 dBm;-52 dBm;-54 dBm;-47 dBm
-52 dBm;-55 dBm;-64 dBm;-54 dBm
-50 dBm;-63 dBm;-55 dBm;-62 dBm
-53 dBm;-54 dBm;-46 dBm;-55 dBm
-53 dBm;-54 dBm;-55 dBm;-47 dBm
-71 dBm;-54 dBm;-63 dBm;-54 dBm
-62 dBm;-71 dBm;-51 dBm;-62 dBm
-54 dBm;-54 dBm;-48 dBm;-55 dBm
-71 dBm;-52 dBm;-53 dBm;-47 dBm
-54 dBm;-63 dBm;-63 dBm;-55 dBm
-64 dBm;-54 dBm;-55 dBm;-64 dBm
-54 dBm;-54 dBm;-47 dBm;-54 dBm
-71 dBm;-70 dBm;-54 dBm;-47 dBm
-54 dBm;-52 dBm;-55 dBm;-54 dBm
-63 dBm;-71 dBm;-64 dBm;-62 dBm
-56 dBm;-70 dBm;-55 dBm;-53 dBm
-51 dBm;-55 dBm;-47 dBm;-47 dBm
-71 dBm;-63 dBm;-54 dBm;-52 dBm
-53 dBm;-62 dBm;-63 dBm;-62 dBm
-63 dBm;-62 dBm;-54 dBm;-63 dBm
-62 dBm;-61 dBm;-47 dBm;-55 dBm
-63 dBm;-54 dBm;-55 dBm;-48 dBm
-54 dBm;-54 dBm;-63 dBm;-54 dBm
-55 dBm;-54 dBm;-55 dBm;-62 dBm
-53 dBm;-54 dBm;-46 dBm;-55 dBm
-52 dBm;-52 dBm;-54 dBm;-47 dBm
-54 dBm;-70 dBm;-55 dBm;-55 dBm
-71 dBm;-53 dBm;-55 dBm;-62 dBm
-54 dBm;-53 dBm;-55 dBm;-62 dBm
-53 dBm;-53 dBm;-56 dBm;-62 dBm
-54 dBm;-54 dBm;-54 dBm;-55 dBm
-71 dBm;-53 dBm;-64 dBm;-47 dBm
-71 dBm;-54 dBm;-54 dBm;-55 dBm
-54 dBm;-54 dBm;-47 dBm;-62 dBm
-71 dBm;-54 dBm;-55 dBm;-54 dBm
-54 dBm;-55 dBm;-63 dBm;-47 dBm
-64 dBm;-63 dBm;-55 dBm;-54 dBm
-63 dBm;-53 dBm;-47 dBm;-63 dBm
-54 dBm;-71 dBm;-54 dBm;-54 dBm
-71 dBm;-54 dBm;-63 dBm;-47 dBm
-55 dBm;-54 dBm;-55 dBm;-54 dBm
-55 dBm;-51 dBm;-47 dBm;-62 dBm
-54 dBm;-52 dBm;-54 dBm;-54 dBm
-55 dBm;-53 dBm;-54 dBm;-47 dBm
-54 dBm;-55 dBm;-63 dBm;-47 dBm
-51 dBm;-53 dBm;-55 dBm;-53 dBm
-63 dBm;-62 dBm;-48 dBm;-54 dBm
-55 dBm;-52 dBm;-54 dBm;-62 dBm
-53 dBm;-52 dBm;-63 dBm;-55 dBm
-52 dBm;-52 dBm;-52 dBm;-47 dBm
-54 dBm;-52 dBm;-47 dBm;-55 dBm
-53 dBm;-52 dBm;-56 dBm;-63 dBm
-53 dBm;-53 dBm;-63 dBm;-53 dBm
-71 dBm;-51 dBm;-48 dBm;-47 dBm
-52 dBm;-71 dBm;-53 dBm;-55 dBm
-71 dBm;-55 dBm;-47 dBm;-63 dBm
-54 dBm;-62 dBm;-55 dBm;-54 dBm
-55 dBm;-54 dBm;-39 dBm;-47 dBm
-63 dBm;-71 dBm;-63 dBm;-54 dBm
-63 dBm;-54 dBm;-47 dBm;-62 dBm
-54 dBm;-61 dBm;-55 dBm;-55 dBm
-71 dBm;-54 dBm;-55 dBm;-46 dBm
-71 dBm;-54 dBm;-47 dBm;-55 dBm
-54 dBm;-54 dBm;-55 dBm;-62 dBm
-54 dBm;-53 dBm;-63 dBm;-54 dBm
-63 dBm;-53 dBm;-54 dBm;-47 dBm
-63 dBm;-53 dBm;-47 dBm;-55 dBm
-53 dBm;-71 dBm;-55 dBm;-61 dBm
-53 dBm;-53 dBm;-63 dBm;-48 dBm
-54 dBm;-62 dBm;-54 dBm;-55 dBm
-71 dBm;-54 dBm;-47 dBm;-62 dBm
-55 dBm;-71 dBm;-55 dBm;-55 dBm
-64 dBm;-55 dBm;-54 dBm;-47 dBm
-55 dBm;-62 dBm;-54 dBm;-54 dBm
-55 dBm;-55 dBm;-64 dBm;-63 dBm
-71 dBm;-53 dBm;-48 dBm;-54 dBm
-55 dBm;-53 dBm;-54 dBm;-48 dBm
-54 dBm;-71 dBm;-63 dBm;-54 dBm
-54 dBm;-55 dBm;-53 dBm;-62 dBm
-53 dBm;-53 dBm;-46 dBm;-54 dBm
-52 dBm;-63 dBm;-47 dBm;-51 dBm
-53 dBm;-55 dBm;-55 dBm;-54 dBm
-51 dBm;-72 dBm;-52 dBm;-47 dBm
-63 dBm;-54 dBm;-52 dBm;-55 dBm
-55 dBm;-62 dBm;-55 dBm;-55 dBm
-71 dBm;-54 dBm;-53 dBm;-63 dBm
-54 dBm;-71 dBm;-52 dBm;-61 dBm
-63 dBm;-70 dBm;-53 dBm;-61 dBm
-53 dBm;-54 dBm;-55 dBm;-54 dBm
-71 dBm;-62 dBm;-52 dBm;-48 dBm
-54 dBm;-54 dBm;-63 dBm;-55 dBm
-64 dBm;-54 dBm;-54 dBm;-63 dBm
-54 dBm;-55 dBm;-47 dBm;-54 dBm
-55 dBm;-54 dBm;-54 dBm;-48 dBm
-70 dBm;-54 dBm;-63 dBm;-55 dBm
-54 dBm;-53 dBm;-55 dBm;-62 dBm
-63 dBm;-71 dBm;-47 dBm;-55 dBm
-56 dBm;-56 dBm;-54 dBm;-48 dBm
-71 dBm;-71 dBm;-63 dBm;-55 dBm
-71 dBm;-54 dBm;-55 dBm;-63 dBm
-54 dBm;-70 dBm;-47 dBm;-48 dBm
-54 dBm;-71 dBm;-54 dBm;-63 dBm
-63 dBm;-71 dBm;-63 dBm;-48 dBm
-54 dBm;-70 dBm;-55 dBm;-63 dBm
-70 dBm;-54 dBm;-47 dBm;-55 dBm
-71 dBm;-62 dBm;-55 dBm;-48 dBm
-54 dBm;-54 dBm;-63 dBm;-55 dBm
-64 dBm;-55 dBm;-54 dBm;-62 dBm
-54 dBm;-54 dBm;-48 dBm;-53 dBm
-53 dBm;-54 dBm;-54 dBm;-48 dBm
-55 dBm;-55 dBm;-63 dBm;-55 dBm
-71 dBm;-51 dBm;-56 dBm;-54 dBm
-54 dBm;-71 dBm;-47 dBm;-56 dBm
-63 dBm;-70 dBm;-54 dBm;-62 dBm
-54 dBm;-56 dBm;-63 dBm;-54 dBm
-56 dBm;-62 dBm;-56 dBm;-54 dBm
-53 dBm;-54 dBm;-48 dBm;-55 dBm
-51 dBm;-55 dBm;-55 dBm;-55 dBm
-54 dBm;-55 dBm;-63 dBm;-54 dBm
-51 dBm;-54 dBm;-55 dBm;-54 dBm
-54 dBm;-53 dBm;-39 dBm;-48 dBm
-54 dBm;-56 dBm;-54 dBm;-55 dBm
-71 dBm;-70 dBm;-63 dBm;-54 dBm
-70 dBm;-70 dBm;-47 dBm;-55 dBm
-70 dBm;-69 dBm;-54 dBm;-49 dBm
-54 dBm;-54 dBm;-63 dBm;-55 dBm
-54 dBm;-63 dBm;-55 dBm;-52 dBm
-54 dBm;-54 dBm;-48 dBm;-54 dBm
-63 dBm;-71 dBm;-52 dBm;-54 dBm
-54 dBm;-71 dBm;-63 dBm;-54 dBm
-70 dBm;-54 dBm;-54 dBm;-62 dBm
-54 dBm;-55 dBm;-48 dBm;-54 dBm
-63 dBm;-54 dBm;-54 dBm;-49 dBm
-55 dBm;-54 dBm;-63 dBm;-55 dBm
-54 dBm;-55 dBm;-54 dBm;-62 dBm
-71 dBm;-55 dBm;-48 dBm;-55 dBm
-54 dBm;-53 dBm;-54 dBm;-48 dBm
-55 dBm;-54 dBm;-63 dBm;-54 dBm
-63 dBm;-55 dBm;-54 dBm;-62 dBm
-56 dBm;-54 dBm;-52 dBm;-54 dBm
-52 dBm;-62 dBm;-48 dBm;-49 dBm
-55 dBm;-54 dBm;-54 dBm;-54 dBm
-71 dBm;-54 dBm;-64 dBm;-63 dBm
-54 dBm;-71 dBm;-54 dBm;-55 dBm
-55 dBm;-70 dBm;-48 dBm;-56 dBm
-63 dBm;-70 dBm;-54 dBm;-49 dBm
-55 dBm;-55 dBm;-63 dBm;-55 dBm
-71 dBm;-54 dBm;-63 dBm;-55 dBm
-54 dBm;-70 dBm;-54 dBm;-39 dBm
-63 dBm;-54 dBm;-55 dBm;-55 dBm
-54 dBm;-51 dBm;-49 dBm;-52 dBm
-54 dBm;-53 dBm;-50 dBm;-49 dBm
-54 dBm;-60 dBm;-54 dBm;-55 dBm
-71 dBm;-54 dBm;-63 dBm;-63 dBm
-54 dBm;-54 dBm;-55 dBm;-54 dBm
-63 dBm;-54 dBm;-55 dBm;-49 dBm
-55 dBm;-54 dBm;-48 dBm;-54 dBm
-71 dBm;-53 dBm;-54 dBm;-53 dBm
-55 dBm;-52 dBm;-54 dBm;-63 dBm
-63 dBm;-71 dBm;-53 dBm;-55 dBm
-55 dBm;-70 dBm;-54 dBm;-47 dBm
-54 dBm;-53 dBm;-63 dBm;-54 dBm
-54 dBm;-62 dBm;-54 dBm;-54 dBm
-53 dBm;-54 dBm;-48 dBm;-55 dBm
-55 dBm;-54 dBm;-53 dBm;-62 dBm
-52 dBm;-71 dBm;-64 dBm;-49 dBm
-54 dBm;-71 dBm;-55 dBm;-52 dBm
-71 dBm;-54 dBm;-49 dBm;-63 dBm
-53 dBm;-53 dBm;-55 dBm;-54 dBm
-53 dBm;-53 dBm;-54 dBm;-49 dBm
-55 dBm;-53 dBm;-63 dBm;-48 dBm
-55 dBm;-70 dBm;-55 dBm;-54 dBm
-54 dBm;-52 dBm;-49 dBm;-54 dBm
-53 dBm;-54 dBm;-54 dBm;-55 dBm
-54 dBm;-62 dBm;-63 dBm;-54 dBm
-63 dBm;-54 dBm;-54 dBm;-54 dBm
-55 dBm;-54 dBm;-49 dBm;-62 dBm
-53 dBm;-54 dBm;-53 dBm;-55 dBm
-70 dBm;-53 dBm;-55 dBm;-50 dBm
-54 dBm;-54 dBm;-63 dBm;-54 dBm
-63 dBm;-55 dBm;-55 dBm;-62 dBm
-63 dBm;-70 dBm;-49 dBm;-55 dBm
-54 dBm;-54 dBm;-55 dBm;-49 dBm
-71 dBm;-54 dBm;-63 dBm;-56 dBm
-54 dBm;-62 dBm;-54 dBm;-61 dBm
-63 dBm;-55 dBm;-48 dBm;-56 dBm
-54 dBm;-54 dBm;-55 dBm;-54 dBm
-55 dBm;-53 dBm;-55 dBm;-49 dBm
-54 dBm;-53 dBm;-63 dBm;-55 dBm
-52 dBm;-53 dBm;-54 dBm;-62 dBm
-53 dBm;-70 dBm;-48 dBm;-55 dBm
-54 dBm;-70 dBm;-54 dBm;-55 dBm
-71 dBm;-54 dBm;-49 dBm;-49 dBm
-53 dBm;-61 dBm;-55 dBm;-54 dBm
-55 dBm;-52 dBm;-49 dBm;-61 dBm
-55 dBm;-70 dBm;-55 dBm;-55 dBm
-71 dBm;-53 dBm;-54 dBm;-50 dBm
-71 dBm;-62 dBm;-54 dBm;-49 dBm
-70 dBm;-62 dBm;-63 dBm;-39 dBm
-71 dBm;-54 dBm;-54 dBm;-54 dBm
-71 dBm;-53 dBm;-49 dBm;-55 dBm
-70 dBm;-71 dBm;-55 dBm;-62 dBm
-54 dBm;-71 dBm;-63 dBm;-54 dBm
-71 dBm;-70 dBm;-54 dBm;-49 dBm
-54 dBm;-53 dBm;-49 dBm;-55 dBm
-53 dBm;-53 dBm;-55 dBm;-62 dBm
-63 dBm;-70 dBm;-63 dBm;-51 dBm
-54 dBm;-71 dBm;-55 dBm;-49 dBm
-71 dBm;-71 dBm;-49 dBm;-54 dBm
-54 dBm;-71 dBm;-54 dBm;-62 dBm
-54 dBm;-53 dBm;-63 dBm;-55 dBm
-70 dBm;-54 dBm;-55 dBm;-49 dBm
-54 dBm;-53 dBm;-49 dBm;-54 dBm
-55 dBm;-70 dBm;-54 dBm;-54 dBm
-72 dBm;-53 dBm;-63 dBm;-49 dBm
-54 dBm;-54 dBm;-49 dBm;-55 dBm
-55 dBm;-52 dBm;-55 dBm;-62 dBm
-71 dBm;-63 dBm;-63 dBm;-54 dBm
-54 dBm;-62 dBm;-55 dBm;-49 dBm
-54 dBm;-54 dBm;-49 dBm;-54 dBm
-71 dBm;-71 dBm;-49 dBm;-62 dBm
-71 dBm;-70 dBm;-40 dBm;-54 dBm
-55 dBm;-71 dBm;-55 dBm;-49 dBm
-53 dBm;-72 dBm;-63 dBm;-54 dBm
-70 dBm;-70 dBm;-55 dBm;-62 dBm
-71 dBm;-52 dBm;-49 dBm;-55 dBm
-70 dBm;-54 dBm;-55 dBm;-42 dBm
-53 dBm;-54 dBm;-63 dBm;-54 dBm
-54 dBm;-54 dBm;-56 dBm;-62 dBm
-54 dBm;-54 dBm;-49 dBm;-54 dBm
-70 dBm;-55 dBm;-55 dBm;-40 dBm
-54 dBm;-54 dBm;-63 dBm;-53 dBm
-54 dBm;-53 dBm;-55 dBm;-55 dBm
-70 dBm;-61 dBm;-49 dBm;-62 dBm
-54 dBm;-54 dBm;-54 dBm;-54 dBm
-54 dBm;-53 dBm;-55 dBm;-42 dBm
-71 dBm;-53 dBm;-55 dBm;-54 dBm
-54 dBm;-52 dBm;-54 dBm;-63 dBm
-55 dBm;-54 dBm;-54 dBm;-54 dBm
-63 dBm;-53 dBm;-63 dBm;-41 dBm
-54 dBm;-70 dBm;-54 dBm;-56 dBm
-54 dBm;-70 dBm;-49 dBm;-52 dBm
-71 dBm;-71 dBm;-55 dBm;-54 dBm
-70 dBm;-55 dBm;-63 dBm;-54 dBm
-70 dBm;-55 dBm;-55 dBm;-41 dBm
-53 dBm;-53 dBm;-49 dBm;-54 dBm
-63 dBm;-70 dBm;-53 dBm;-63 dBm
-53 dBm;-60 dBm;-64 dBm;-53 dBm
-54 dBm;-62 dBm;-54 dBm;-42 dBm
-55 dBm;-55 dBm;-50 dBm;-55 dBm
-54 dBm;-54 dBm;-54 dBm;-63 dBm
-54 dBm;-54 dBm;-63 dBm;-54 dBm
-51 dBm;-54 dBm;-53 dBm;-41 dBm
-70 dBm;-54 dBm;-49 dBm;-54 dBm
-55 dBm;-51 dBm;-55 dBm;-62 dBm
-63 dBm;-71 dBm;-64 dBm;-54 dBm
-55 dBm;-71 dBm;-55 dBm;-43 dBm
-54 dBm;-71 dBm;-49 dBm;-55 dBm
-55 dBm;-54 dBm;-55 dBm;-62 dBm
-55 dBm;-61 dBm;-63 dBm;-53 dBm
-54 dBm;-54 dBm;-54 dBm;-54 dBm
-53 dBm;-54 dBm;-50 dBm;-43 dBm
-71 dBm;-53 dBm;-54 dBm;-55 dBm
-63 dBm;-54 dBm;-54 dBm;-62 dBm
-55 dBm;-70 dBm;-55 dBm;-55 dBm
-53 dBm;-70 dBm;-55 dBm;-55 dBm
-63 dBm;-54 dBm;-63 dBm;-42 dBm
-53 dBm;-53 dBm;-54 dBm;-55 dBm
-71 dBm;-54 dBm;-49 dBm;-62 dBm
-53 dBm;-61 dBm;-49 dBm;-54 dBm
-53 dBm;-53 dBm;-39 dBm;-42 dBm
-54 dBm;-54 dBm;-54 dBm;-54 dBm
-63 dBm;-54 dBm;-64 dBm;-62 dBm
-50 dBm;-71 dBm;-41 dBm;-54 dBm
-53 dBm;-55 dBm;-54 dBm;-55 dBm
-70 dBm;-54 dBm;-64 dBm;-41 dBm
-54 dBm;-53 dBm;-63 dBm;-54 dBm
-63 dBm;-54 dBm;-40 dBm;-62 dBm
-54 dBm;-54 dBm;-54 dBm;-54 dBm
-70 dBm;-54 dBm;-63 dBm;-42 dBm
-55 dBm;-71 dBm;-55 dBm;-54 dBm
-63 dBm;-54 dBm;-40 dBm;-55 dBm
-54 dBm;-61 dBm;-55 dBm;-61 dBm
-71 dBm;-54 dBm;-52 dBm;-55 dBm
-53 dBm;-53 dBm;-54 dBm;-42 dBm
-63 dBm;-71 dBm;-63 dBm;-55 dBm
-52 dBm;-55 dBm;-56 dBm;-62 dBm
-52 dBm;-61 dBm;-41 dBm;-54 dBm
-71 dBm;-56 dBm;-54 dBm;-42 dBm
-70 dBm;-71 dBm;-63 dBm;-62 dBm
-70 dBm;-54 dBm;-55 dBm;-62 dBm
-53 dBm;-55 dBm;-42 dBm;-62 dBm
-53 dBm;-62 dBm;-54 dBm;-54 dBm
-53 dBm;-55 dBm;-63 dBm;-42 dBm
-52 dBm;-71 dBm;-55 dBm;-55 dBm
-54 dBm;-55 dBm;-42 dBm;-62 dBm
-55 dBm;-62 dBm;-55 dBm;-54 dBm
-55 dBm;-55 dBm;-63 dBm;-43 dBm
-53 dBm;-71 dBm;-54 dBm;-54 dBm
-53 dBm;-55 dBm;-42 dBm;-62 dBm
-52 dBm;-55 dBm;-54 dBm;-54 dBm
-54 dBm;-55 dBm;-64 dBm;-42 dBm
-54 dBm;-71 dBm;-55 dBm;-54 dBm
-63 dBm;-55 dBm;-41 dBm;-62 dBm
