No.;Time;signal strength;Source;Destination;Info;Length;;;S1;S2
6670;311.047.797.124;;192.168.1.102;192.168.1.100;Echo (ping) request  id=0x0b36, seq=474/55809, ttl=64 (no response found!);162;192.168.1.102;;0;
6672;311.049.475.889;-52 dBm;192.168.1.102;192.168.1.100;Echo (ping) request  id=0x0b36, seq=474/55809, ttl=64 (reply in 6683);161;192.168.1.102;;-52 dBm;
6682;311.097.075.393;;192.168.1.100;192.168.1.106;Echo (ping) reply    id=0x0f94, seq=419/41729, ttl=64 (request in 6669);162;;192.168.1.106;;0
6683;311.097.094.599;-71 dBm;192.168.1.100;192.168.1.102;Echo (ping) reply    id=0x0b36, seq=474/55809, ttl=64 (request in 6672);172;192.168.1.102;;-71 dBm;
6684;311.098.992.008;-52 dBm;192.168.1.100;192.168.1.106;Echo (ping) reply    id=0x0f94, seq=419/41729, ttl=64;161;;192.168.1.106;;-52 dBm
6685;311.099.028.183;-52 dBm;192.168.1.100;192.168.1.102;Echo (ping) reply    id=0x0b36, seq=474/55809, ttl=64;161;192.168.1.102;;-52 dBm;
6691;311.743.209.297;-62 dBm;192.168.1.106;192.168.1.100;Echo (ping) request  id=0x0f94, seq=420/41985, ttl=64 (no response found!);161;;192.168.1.106;;-62 dBm
6692;311.743.232.907;-62 dBm;192.168.1.106;192.168.1.100;Echo (ping) request  id=0x0f94, seq=420/41985, ttl=64 (no response found!);161;;192.168.1.106;;-62 dBm
6693;311.743.284.544;-62 dBm;192.168.1.106;192.168.1.100;Echo (ping) request  id=0x0f94, seq=420/41985, ttl=64 (no response found!);161;;192.168.1.106;;-62 dBm
6694;311.918.030.332;-52 dBm;192.168.1.106;192.168.1.100;Echo (ping) request  id=0x0f94, seq=420/41985, ttl=64 (reply in 6695);161;;192.168.1.106;;-52 dBm
6695;312.015.760.987;-71 dBm;192.168.1.100;192.168.1.106;Echo (ping) reply    id=0x0f94, seq=420/41985, ttl=64 (request in 6694);172;;192.168.1.106;;-71 dBm
6696;312.018.019.853;-53 dBm;192.168.1.100;192.168.1.106;Echo (ping) reply    id=0x0f94, seq=420/41985, ttl=64;161;;192.168.1.106;;-53 dBm
6697;312.049.464.872;;192.168.1.102;192.168.1.100;Echo (ping) request  id=0x0b36, seq=475/56065, ttl=64 (no response found!);162;192.168.1.102;;0;
6700;312.051.905.844;-53 dBm;192.168.1.102;192.168.1.100;Echo (ping) request  id=0x0b36, seq=475/56065, ttl=64 (reply in 6706);161;192.168.1.102;;-53 dBm;
6706;312.147.573.323;-71 dBm;192.168.1.100;192.168.1.102;Echo (ping) reply    id=0x0b36, seq=475/56065, ttl=64 (request in 6700);172;192.168.1.102;;-71 dBm;
6707;312.149.580.230;-52 dBm;192.168.1.100;192.168.1.102;Echo (ping) reply    id=0x0b36, seq=475/56065, ttl=64;161;192.168.1.102;;-52 dBm;
6719;312.743.754.753;-62 dBm;192.168.1.106;192.168.1.100;Echo (ping) request  id=0x0f94, seq=421/42241, ttl=64 (no response found!);161;;192.168.1.106;;-62 dBm
6720;312.839.633.683;-53 dBm;192.168.1.106;192.168.1.100;Echo (ping) request  id=0x0f94, seq=421/42241, ttl=64 (reply in 6721);161;;192.168.1.106;;-53 dBm
6721;312.935.541.172;-71 dBm;192.168.1.100;192.168.1.106;Echo (ping) reply    id=0x0f94, seq=421/42241, ttl=64 (request in 6720);172;;192.168.1.106;;-71 dBm
6722;312.938.687.956;-53 dBm;192.168.1.100;192.168.1.106;Echo (ping) reply    id=0x0f94, seq=421/42241, ttl=64;161;;192.168.1.106;;-53 dBm
6723;312.938.711.379;-53 dBm;192.168.1.100;192.168.1.106;Echo (ping) reply    id=0x0f94, seq=421/42241, ttl=64;161;;192.168.1.106;;-53 dBm
6724;312.938.726.872;-52 dBm;192.168.1.100;192.168.1.106;Echo (ping) reply    id=0x0f94, seq=421/42241, ttl=64;161;;192.168.1.106;;-52 dBm
6725;312.938.741.731;-53 dBm;192.168.1.100;192.168.1.106;Echo (ping) reply    id=0x0f94, seq=421/42241, ttl=64;161;;192.168.1.106;;-53 dBm
6726;312.938.760.262;-53 dBm;192.168.1.100;192.168.1.106;Echo (ping) reply    id=0x0f94, seq=421/42241, ttl=64;161;;192.168.1.106;;-53 dBm
6727;312.938.775.006;-53 dBm;192.168.1.100;192.168.1.106;Echo (ping) reply    id=0x0f94, seq=421/42241, ttl=64;161;;192.168.1.106;;-53 dBm
6728;312.938.791.944;-53 dBm;192.168.1.100;192.168.1.106;Echo (ping) reply    id=0x0f94, seq=421/42241, ttl=64;161;;192.168.1.106;;-53 dBm
6729;313.050.743.886;;192.168.1.102;192.168.1.100;Echo (ping) request  id=0x0b36, seq=476/56321, ttl=64 (no response found!);162;192.168.1.102;;0;
6731;313.054.658.283;-53 dBm;192.168.1.102;192.168.1.100;Echo (ping) request  id=0x0b36, seq=476/56321, ttl=64 (reply in 6743);161;192.168.1.102;;-53 dBm;
6743;313.159.456.516;-52 dBm;192.168.1.100;192.168.1.102;Echo (ping) reply    id=0x0b36, seq=476/56321, ttl=64 (request in 6731);161;192.168.1.102;;-52 dBm;
6749;313.745.699.566;-61 dBm;192.168.1.106;192.168.1.100;Echo (ping) request  id=0x0f94, seq=422/42497, ttl=64 (no response found!);161;;192.168.1.106;;-61 dBm
6750;313.745.723.851;-62 dBm;192.168.1.106;192.168.1.100;Echo (ping) request  id=0x0f94, seq=422/42497, ttl=64 (no response found!);161;;192.168.1.106;;-62 dBm
6751;314.049.190.365;-63 dBm;192.168.1.102;192.168.1.100;Echo (ping) request  id=0x0b36, seq=477/56577, ttl=64 (no response found!);172;192.168.1.102;;-63 dBm;
6757;314.377.888.249;;192.168.1.106;192.168.1.100;Echo (ping) request  id=0x0f94, seq=422/42497, ttl=64 (no response found!);162;;192.168.1.106;;0
6758;314.377.921.749;-52 dBm;192.168.1.102;192.168.1.100;Echo (ping) request  id=0x0b36, seq=477/56577, ttl=64 (no response found!);172;192.168.1.102;;-52 dBm;
6759;314.378.569.906;;192.168.1.106;192.168.1.100;Echo (ping) request  id=0x0f94, seq=422/42497, ttl=64 (no response found!);162;;192.168.1.106;;0
6760;314.378.603.923;-53 dBm;192.168.1.102;192.168.1.100;Echo (ping) request  id=0x0b36, seq=477/56577, ttl=64 (no response found!);172;192.168.1.102;;-53 dBm;
6761;314.378.623.023;;192.168.1.106;192.168.1.100;Echo (ping) request  id=0x0f94, seq=422/42497, ttl=64 (reply in 6763);162;;192.168.1.106;;0
6762;314.378.640.411;-52 dBm;192.168.1.102;192.168.1.100;Echo (ping) request  id=0x0b36, seq=477/56577, ttl=64 (reply in 6764);172;192.168.1.102;;-52 dBm;
6763;314.478.399.069;-70 dBm;192.168.1.100;192.168.1.106;Echo (ping) reply    id=0x0f94, seq=422/42497, ttl=64 (request in 6761);172;;192.168.1.106;;-70 dBm
6764;314.478.455.036;-70 dBm;192.168.1.100;192.168.1.102;Echo (ping) reply    id=0x0b36, seq=477/56577, ttl=64 (request in 6762);172;192.168.1.102;;-70 dBm;
6765;314.480.525.916;-53 dBm;192.168.1.100;192.168.1.106;Echo (ping) reply    id=0x0f94, seq=422/42497, ttl=64;161;;192.168.1.106;;-53 dBm
6766;314.576.170.892;-52 dBm;192.168.1.100;192.168.1.102;Echo (ping) reply    id=0x0b36, seq=477/56577, ttl=64;161;192.168.1.102;;-52 dBm;
6773;314.744.834.082;-61 dBm;192.168.1.106;192.168.1.100;Echo (ping) request  id=0x0f94, seq=423/42753, ttl=64 (no response found!);161;;192.168.1.106;;-61 dBm
6774;314.747.773.759;-53 dBm;192.168.1.106;192.168.1.100;Echo (ping) request  id=0x0f94, seq=423/42753, ttl=64 (reply in 6775);161;;192.168.1.106;;-53 dBm
6775;314.853.546.739;-70 dBm;192.168.1.100;192.168.1.106;Echo (ping) reply    id=0x0f94, seq=423/42753, ttl=64 (request in 6774);172;;192.168.1.106;;-70 dBm
6776;314.859.872.487;-52 dBm;192.168.1.100;192.168.1.106;Echo (ping) reply    id=0x0f94, seq=423/42753, ttl=64;158;;192.168.1.106;;-52 dBm
6777;314.862.786.112;-50 dBm;192.168.1.100;192.168.1.106;Echo (ping) reply    id=0x0f94, seq=423/42753, ttl=64;158;;192.168.1.106;;-50 dBm
6778;314.864.773.737;-50 dBm;192.168.1.100;192.168.1.106;Echo (ping) reply    id=0x0f94, seq=423/42753, ttl=64;158;;192.168.1.106;;-50 dBm
6779;314.866.505.889;-52 dBm;192.168.1.100;192.168.1.106;Echo (ping) reply    id=0x0f94, seq=423/42753, ttl=64;158;;192.168.1.106;;-52 dBm
6780;314.868.784.026;-50 dBm;192.168.1.100;192.168.1.106;Echo (ping) reply    id=0x0f94, seq=423/42753, ttl=64;158;;192.168.1.106;;-50 dBm
6781;314.876.317.363;-52 dBm;192.168.1.100;192.168.1.106;Echo (ping) reply    id=0x0f94, seq=423/42753, ttl=64;158;;192.168.1.106;;-52 dBm
6782;315.069.248.024;;192.168.1.102;192.168.1.100;Echo (ping) request  id=0x0b36, seq=478/56833, ttl=64 (no response found!);162;192.168.1.102;;0;
6784;315.071.544.589;-52 dBm;192.168.1.102;192.168.1.100;Echo (ping) request  id=0x0b36, seq=478/56833, ttl=64 (reply in 6789);161;192.168.1.102;;-52 dBm;
6789;315.168.450.945;-70 dBm;192.168.1.100;192.168.1.102;Echo (ping) reply    id=0x0b36, seq=478/56833, ttl=64 (request in 6784);172;192.168.1.102;;-70 dBm;
6790;315.170.207.012;-54 dBm;192.168.1.100;192.168.1.102;Echo (ping) reply    id=0x0b36, seq=478/56833, ttl=64;161;192.168.1.102;;-54 dBm;
6800;315.745.958.901;-62 dBm;192.168.1.106;192.168.1.100;Echo (ping) request  id=0x0f94, seq=424/43009, ttl=64 (no response found!);161;;192.168.1.106;;-62 dBm
6801;315.747.447.610;-53 dBm;192.168.1.106;192.168.1.100;Echo (ping) request  id=0x0f94, seq=424/43009, ttl=64 (reply in 6802);161;;192.168.1.106;;-53 dBm
6802;315.850.660.619;-70 dBm;192.168.1.100;192.168.1.106;Echo (ping) reply    id=0x0f94, seq=424/43009, ttl=64 (request in 6801);172;;192.168.1.106;;-70 dBm
6803;315.852.508.821;-52 dBm;192.168.1.100;192.168.1.106;Echo (ping) reply    id=0x0f94, seq=424/43009, ttl=64;161;;192.168.1.106;;-52 dBm
6804;316.053.298.402;-63 dBm;192.168.1.102;192.168.1.100;Echo (ping) request  id=0x0b36, seq=479/57089, ttl=64 (no response found!);172;192.168.1.102;;-63 dBm;
6806;316.054.796.392;-53 dBm;192.168.1.102;192.168.1.100;Echo (ping) request  id=0x0b36, seq=479/57089, ttl=64 (reply in 6810);161;192.168.1.102;;-53 dBm;
6810;316.157.702.201;-70 dBm;192.168.1.100;192.168.1.102;Echo (ping) reply    id=0x0b36, seq=479/57089, ttl=64 (request in 6806);172;192.168.1.102;;-70 dBm;
6811;316.160.099.268;-52 dBm;192.168.1.100;192.168.1.102;Echo (ping) reply    id=0x0b36, seq=479/57089, ttl=64;161;192.168.1.102;;-52 dBm;
6812;316.160.132.226;-53 dBm;192.168.1.100;192.168.1.102;Echo (ping) reply    id=0x0b36, seq=479/57089, ttl=64;161;192.168.1.102;;-53 dBm;
6813;316.160.149.933;-52 dBm;192.168.1.100;192.168.1.102;Echo (ping) reply    id=0x0b36, seq=479/57089, ttl=64;161;192.168.1.102;;-52 dBm;
6820;316.747.409.335;-62 dBm;192.168.1.106;192.168.1.100;Echo (ping) request  id=0x0f94, seq=425/43265, ttl=64 (no response found!);161;;192.168.1.106;;-62 dBm
6821;316.838.241.952;-52 dBm;192.168.1.106;192.168.1.100;Echo (ping) request  id=0x0f94, seq=425/43265, ttl=64 (reply in 6822);161;;192.168.1.106;;-52 dBm
6822;316.935.914.788;-70 dBm;192.168.1.100;192.168.1.106;Echo (ping) reply    id=0x0f94, seq=425/43265, ttl=64 (request in 6821);172;;192.168.1.106;;-70 dBm
6823;316.937.892.458;-52 dBm;192.168.1.100;192.168.1.106;Echo (ping) reply    id=0x0f94, seq=425/43265, ttl=64;161;;192.168.1.106;;-52 dBm
6824;317.059.877.859;;192.168.1.102;192.168.1.100;Echo (ping) request  id=0x0b36, seq=480/57345, ttl=64 (no response found!);162;192.168.1.102;;0;
6829;317.748.695.927;-63 dBm;192.168.1.106;192.168.1.100;Echo (ping) request  id=0x0f94, seq=426/43521, ttl=64 (no response found!);161;;192.168.1.106;;-63 dBm
6832;318.069.635.500;-52 dBm;192.168.1.106;192.168.1.100;Echo (ping) request  id=0x0f94, seq=426/43521, ttl=64 (reply in 6839);161;;192.168.1.106;;-52 dBm
6833;318.092.045.501;;192.168.1.102;192.168.1.100;Echo (ping) request  id=0x0b36, seq=481/57601, ttl=64 (no response found!);162;192.168.1.102;;0;
6835;318.094.084.141;-52 dBm;192.168.1.102;192.168.1.100;Echo (ping) request  id=0x0b36, seq=481/57601, ttl=64 (reply in 6841);161;192.168.1.102;;-52 dBm;
6839;318.167.648.536;-71 dBm;192.168.1.100;192.168.1.106;Echo (ping) reply    id=0x0f94, seq=426/43521, ttl=64 (request in 6832);172;;192.168.1.106;;-71 dBm
6840;318.167.706.744;;192.168.1.100;192.168.1.106;Echo (ping) reply    id=0x0f94, seq=426/43521, ttl=64;162;;192.168.1.106;;0
6841;318.167.724.058;-70 dBm;192.168.1.100;192.168.1.102;Echo (ping) reply    id=0x0b36, seq=481/57601, ttl=64 (request in 6835);172;192.168.1.102;;-70 dBm;
6842;318.170.315.137;-52 dBm;192.168.1.100;192.168.1.106;Echo (ping) reply    id=0x0f94, seq=426/43521, ttl=64;161;;192.168.1.106;;-52 dBm
6843;318.170.360.485;-53 dBm;192.168.1.100;192.168.1.102;Echo (ping) reply    id=0x0b36, seq=481/57601, ttl=64;161;192.168.1.102;;-53 dBm;
6848;318.749.692.474;-62 dBm;192.168.1.106;192.168.1.100;Echo (ping) request  id=0x0f94, seq=427/43777, ttl=64 (no response found!);161;;192.168.1.106;;-62 dBm
6849;318.988.838.804;-53 dBm;192.168.1.106;192.168.1.100;Echo (ping) request  id=0x0f94, seq=427/43777, ttl=64 (no response found!);161;;192.168.1.106;;-53 dBm
6850;318.988.869.727;-52 dBm;192.168.1.106;192.168.1.100;Echo (ping) request  id=0x0f94, seq=427/43777, ttl=64 (reply in 6851);161;;192.168.1.106;;-52 dBm
6851;319.086.000.374;-70 dBm;192.168.1.100;192.168.1.106;Echo (ping) reply    id=0x0f94, seq=427/43777, ttl=64 (request in 6850);172;;192.168.1.106;;-70 dBm
6852;319.087.549.364;-52 dBm;192.168.1.100;192.168.1.106;Echo (ping) reply    id=0x0f94, seq=427/43777, ttl=64;161;;192.168.1.106;;-52 dBm
6853;319.093.006.589;;192.168.1.102;192.168.1.100;Echo (ping) request  id=0x0b36, seq=482/57857, ttl=64 (no response found!);162;192.168.1.102;;0;
6855;319.094.499.612;-52 dBm;192.168.1.102;192.168.1.100;Echo (ping) request  id=0x0b36, seq=482/57857, ttl=64 (reply in 6863);161;192.168.1.102;;-52 dBm;
6863;319.197.489.502;-70 dBm;192.168.1.100;192.168.1.102;Echo (ping) reply    id=0x0b36, seq=482/57857, ttl=64 (request in 6855);172;192.168.1.102;;-70 dBm;
6864;319.200.053.419;-52 dBm;192.168.1.100;192.168.1.102;Echo (ping) reply    id=0x0b36, seq=482/57857, ttl=64;161;192.168.1.102;;-52 dBm;
6865;319.200.085.087;-52 dBm;192.168.1.100;192.168.1.102;Echo (ping) reply    id=0x0b36, seq=482/57857, ttl=64;161;192.168.1.102;;-52 dBm;
6866;319.200.100.919;-52 dBm;192.168.1.100;192.168.1.102;Echo (ping) reply    id=0x0b36, seq=482/57857, ttl=64;161;192.168.1.102;;-52 dBm;
6867;319.200.115.427;-52 dBm;192.168.1.100;192.168.1.102;Echo (ping) reply    id=0x0b36, seq=482/57857, ttl=64;161;192.168.1.102;;-52 dBm;
6875;319.752.637.664;-62 dBm;192.168.1.106;192.168.1.100;Echo (ping) request  id=0x0f94, seq=428/44033, ttl=64 (no response found!);161;;192.168.1.106;;-62 dBm
6876;319.752.667.997;-63 dBm;192.168.1.106;192.168.1.100;Echo (ping) request  id=0x0f94, seq=428/44033, ttl=64 (no response found!);161;;192.168.1.106;;-63 dBm
6877;319.771.188.115;-62 dBm;192.168.1.106;192.168.1.100;Echo (ping) request  id=0x0f94, seq=428/44033, ttl=64 (no response found!);161;;192.168.1.106;;-62 dBm
6878;319.911.716.755;-52 dBm;192.168.1.106;192.168.1.100;Echo (ping) request  id=0x0f94, seq=428/44033, ttl=64 (reply in 6879);161;;192.168.1.106;;-52 dBm
6879;320.007.515.291;-70 dBm;192.168.1.100;192.168.1.106;Echo (ping) reply    id=0x0f94, seq=428/44033, ttl=64 (request in 6878);172;;192.168.1.106;;-70 dBm
6880;320.009.508.509;-52 dBm;192.168.1.100;192.168.1.106;Echo (ping) reply    id=0x0f94, seq=428/44033, ttl=64;161;;192.168.1.106;;-52 dBm
6881;320.090.837.398;-62 dBm;192.168.1.102;192.168.1.100;Echo (ping) request  id=0x0b36, seq=483/58113, ttl=64 (no response found!);172;192.168.1.102;;-62 dBm;
6883;320.104.002.671;-53 dBm;192.168.1.102;192.168.1.100;Echo (ping) request  id=0x0b36, seq=483/58113, ttl=64 (no response found!);161;192.168.1.102;;-53 dBm;
6884;320.104.022.804;-53 dBm;192.168.1.102;192.168.1.100;Echo (ping) request  id=0x0b36, seq=483/58113, ttl=64 (reply in 6888);161;192.168.1.102;;-53 dBm;
6888;320.208.299.177;-70 dBm;192.168.1.100;192.168.1.102;Echo (ping) reply    id=0x0b36, seq=483/58113, ttl=64 (request in 6884);172;192.168.1.102;;-70 dBm;
6889;320.211.140.624;-52 dBm;192.168.1.100;192.168.1.102;Echo (ping) reply    id=0x0b36, seq=483/58113, ttl=64;161;192.168.1.102;;-52 dBm;
6890;320.211.171.925;-53 dBm;192.168.1.100;192.168.1.102;Echo (ping) reply    id=0x0b36, seq=483/58113, ttl=64;161;192.168.1.102;;-53 dBm;
6891;320.211.189.602;-52 dBm;192.168.1.100;192.168.1.102;Echo (ping) reply    id=0x0b36, seq=483/58113, ttl=64;161;192.168.1.102;;-52 dBm;
6898;320.752.302.860;-62 dBm;192.168.1.106;192.168.1.100;Echo (ping) request  id=0x0f94, seq=429/44289, ttl=64 (no response found!);161;;192.168.1.106;;-62 dBm
6899;320.753.878.900;-52 dBm;192.168.1.106;192.168.1.100;Echo (ping) request  id=0x0f94, seq=429/44289, ttl=64 (reply in 6900);161;;192.168.1.106;;-52 dBm
6900;320.858.145.050;-70 dBm;192.168.1.100;192.168.1.106;Echo (ping) reply    id=0x0f94, seq=429/44289, ttl=64 (request in 6899);172;;192.168.1.106;;-70 dBm
6901;320.860.151.685;-52 dBm;192.168.1.100;192.168.1.106;Echo (ping) reply    id=0x0f94, seq=429/44289, ttl=64;161;;192.168.1.106;;-52 dBm
6903;321.095.774.981;-63 dBm;192.168.1.102;192.168.1.100;Echo (ping) request  id=0x0b36, seq=484/58369, ttl=64 (no response found!);172;192.168.1.102;;-63 dBm;
6904;321.097.118.703;-53 dBm;192.168.1.102;192.168.1.100;Echo (ping) request  id=0x0b36, seq=484/58369, ttl=64 (no response found!);161;192.168.1.102;;-53 dBm;
6905;321.098.887.696;-52 dBm;192.168.1.102;192.168.1.100;Echo (ping) request  id=0x0b36, seq=484/58369, ttl=64 (reply in 6911);161;192.168.1.102;;-52 dBm;
6911;321.198.158.331;-70 dBm;192.168.1.100;192.168.1.102;Echo (ping) reply    id=0x0b36, seq=484/58369, ttl=64 (request in 6905);172;192.168.1.102;;-70 dBm;
6912;321.200.058.915;-52 dBm;192.168.1.100;192.168.1.102;Echo (ping) reply    id=0x0b36, seq=484/58369, ttl=64;161;192.168.1.102;;-52 dBm;
6913;321.200.091.486;-52 dBm;192.168.1.100;192.168.1.102;Echo (ping) reply    id=0x0b36, seq=484/58369, ttl=64;161;192.168.1.102;;-52 dBm;
6918;321.754.174.497;-61 dBm;192.168.1.106;192.168.1.100;Echo (ping) request  id=0x0f94, seq=430/44545, ttl=64 (no response found!);161;;192.168.1.106;;-61 dBm
6919;322.058.180.290;-53 dBm;192.168.1.106;192.168.1.100;Echo (ping) request  id=0x0f94, seq=430/44545, ttl=64 (reply in 6926);161;;192.168.1.106;;-53 dBm
6921;322.097.640.797;-63 dBm;192.168.1.102;192.168.1.100;Echo (ping) request  id=0x0b36, seq=485/58625, ttl=64 (no response found!);172;192.168.1.102;;-63 dBm;
6923;322.099.640.241;-52 dBm;192.168.1.102;192.168.1.100;Echo (ping) request  id=0x0b36, seq=485/58625, ttl=64 (reply in 6927);161;192.168.1.102;;-52 dBm;
6926;322.157.640.827;-71 dBm;192.168.1.100;192.168.1.106;Echo (ping) reply    id=0x0f94, seq=430/44545, ttl=64 (request in 6919);172;;192.168.1.106;;-71 dBm
6927;322.157.706.070;-70 dBm;192.168.1.100;192.168.1.102;Echo (ping) reply    id=0x0b36, seq=485/58625, ttl=64 (request in 6923);172;192.168.1.102;;-70 dBm;
6928;322.160.754.094;-52 dBm;192.168.1.100;192.168.1.106;Echo (ping) reply    id=0x0f94, seq=430/44545, ttl=64;161;;192.168.1.106;;-52 dBm
6929;322.161.105.907;-53 dBm;192.168.1.100;192.168.1.102;Echo (ping) reply    id=0x0b36, seq=485/58625, ttl=64;161;192.168.1.102;;-53 dBm;
6931;322.755.405.496;-63 dBm;192.168.1.106;192.168.1.100;Echo (ping) request  id=0x0f94, seq=431/44801, ttl=64 (no response found!);161;;192.168.1.106;;-63 dBm
6935;322.979.454.766;-52 dBm;192.168.1.106;192.168.1.100;Echo (ping) request  id=0x0f94, seq=431/44801, ttl=64 (reply in 6936);161;;192.168.1.106;;-52 dBm
6936;323.076.681.197;-70 dBm;192.168.1.100;192.168.1.106;Echo (ping) reply    id=0x0f94, seq=431/44801, ttl=64 (request in 6935);172;;192.168.1.106;;-70 dBm
6937;323.078.750.012;-52 dBm;192.168.1.100;192.168.1.106;Echo (ping) reply    id=0x0f94, seq=431/44801, ttl=64;161;;192.168.1.106;;-52 dBm
6938;323.099.651.855;;192.168.1.102;192.168.1.100;Echo (ping) request  id=0x0b36, seq=486/58881, ttl=64 (no response found!);162;192.168.1.102;;0;
6940;323.102.180.854;-53 dBm;192.168.1.102;192.168.1.100;Echo (ping) request  id=0x0b36, seq=486/58881, ttl=64 (reply in 6946);161;192.168.1.102;;-53 dBm;
6946;323.197.518.328;-71 dBm;192.168.1.100;192.168.1.102;Echo (ping) reply    id=0x0b36, seq=486/58881, ttl=64 (request in 6940);172;192.168.1.102;;-71 dBm;
6947;323.199.642.428;-52 dBm;192.168.1.100;192.168.1.102;Echo (ping) reply    id=0x0b36, seq=486/58881, ttl=64;161;192.168.1.102;;-52 dBm;
6955;323.756.608.536;-61 dBm;192.168.1.106;192.168.1.100;Echo (ping) request  id=0x0f94, seq=432/45057, ttl=64 (no response found!);161;;192.168.1.106;;-61 dBm
6956;323.898.592.312;-53 dBm;192.168.1.106;192.168.1.100;Echo (ping) request  id=0x0f94, seq=432/45057, ttl=64 (no response found!);161;;192.168.1.106;;-53 dBm
6957;323.898.626.320;-52 dBm;192.168.1.106;192.168.1.100;Echo (ping) request  id=0x0f94, seq=432/45057, ttl=64 (reply in 6958);161;;192.168.1.106;;-52 dBm
6958;323.996.334.165;-71 dBm;192.168.1.100;192.168.1.106;Echo (ping) reply    id=0x0f94, seq=432/45057, ttl=64 (request in 6957);172;;192.168.1.106;;-71 dBm
6959;323.998.281.506;-53 dBm;192.168.1.100;192.168.1.106;Echo (ping) reply    id=0x0f94, seq=432/45057, ttl=64;161;;192.168.1.106;;-53 dBm
6960;323.998.318.312;-53 dBm;192.168.1.100;192.168.1.106;Echo (ping) reply    id=0x0f94, seq=432/45057, ttl=64;161;;192.168.1.106;;-53 dBm
6961;324.101.090.005;;192.168.1.102;192.168.1.100;Echo (ping) request  id=0x0b36, seq=487/59137, ttl=64 (no response found!);162;192.168.1.102;;0;
6963;324.103.240.445;-53 dBm;192.168.1.102;192.168.1.100;Echo (ping) request  id=0x0b36, seq=487/59137, ttl=64 (reply in 6965);161;192.168.1.102;;-53 dBm;
6965;324.198.011.129;-70 dBm;192.168.1.100;192.168.1.102;Echo (ping) reply    id=0x0b36, seq=487/59137, ttl=64 (request in 6963);172;192.168.1.102;;-70 dBm;
